Item_Id,Low_Cap_Price
IT_265079,2674.7918760175594
IT_265087,2053.852485164907
IT_265107,2962.841228115697
IT_265139,2518.0335191927356
IT_265142,2794.60117913086
IT_265144,2876.1445637842603
IT_265148,2812.815417447043
IT_265156,3108.828567337692
IT_265162,3745.822317639973
IT_265170,2885.9732379392535
IT_265175,3312.33790080596
IT_265181,3702.268929057346
IT_265183,4053.126941961236
IT_265184,3937.8986054878624
IT_265196,4264.8173673767
IT_265201,4121.314475072441
IT_265205,4274.9124291351845
IT_265244,2053.9689896980744
IT_265255,2092.2466586472583
IT_265259,3073.2264139392514
IT_265264,2958.4431341963473
IT_265274,2762.024477269763
IT_265275,2815.703108516676
IT_265294,2590.375072303997
IT_265315,3749.9441803973737
IT_265317,3644.0108009086125
IT_265332,3925.96695717124
IT_265338,4053.4749314976602
IT_265339,3938.028233519171
IT_265341,4054.7896469448165
IT_265349,3123.6212308900804
IT_265350,4264.188517105773
IT_265360,4186.08793628961
IT_265379,2986.1039697760693
IT_265382,3320.1753435796177
IT_265417,2962.451559674505
IT_265448,2794.5695437184563
IT_265455,2812.6279197589033
IT_265482,3926.9646236791195
IT_265490,3937.6100287991217
IT_265495,3976.9850933623447
IT_265499,3123.085743665513
IT_265500,4263.916182176486
IT_265504,4120.3600115324025
IT_265507,4269.330855502553
IT_265533,2680.2843289652265
IT_265566,2959.764322344421
IT_265568,2819.897233455161
IT_265575,2516.9401493485175
IT_265577,2812.9265271881654
IT_265581,3745.2204732089044
IT_265611,4192.490636264369
IT_265615,2977.582973606471
IT_265647,2078.919636972505
IT_265697,2233.317409019463
IT_265701,3222.0854960161996
IT_265702,3647.6261640273647
IT_265703,2792.132073772626
IT_265720,3747.715812811568
IT_265734,3312.92816492974
IT_265736,4260.619449565758
IT_265740,3702.1609120738476
IT_265742,3938.51665979877
IT_265747,3976.478155168485
IT_265751,4263.037360491736
IT_265757,4275.843744812496
IT_265792,2681.703056234339
IT_265816,2079.9419945339678
IT_265819,3069.511246281909
IT_265866,2223.182778494435
IT_265869,2516.8483358689336
IT_265874,3731.044525562168
IT_265880,2811.0060261767157
IT_265905,3312.701309499028
IT_265911,3702.1956338679483
IT_265922,4120.594576541435
IT_265927,4274.302103530371
IT_265932,4265.691955927311
IT_265935,3940.9400810906873
IT_265948,2974.7645012949897
IT_265966,2680.6536864570876
IT_265976,2053.1873762849527
IT_265999,3071.6924822354486
IT_266030,2806.371280322615
IT_266056,3625.2301188844735
IT_266058,3221.5955329216786
IT_266060,2792.0911792151282
IT_266069,2810.571617952755
IT_266096,2040.6147933004434
IT_266103,3313.222136410528
IT_266111,3938.1802378177886
IT_266115,3976.125536059512
IT_266124,4120.712630641375
IT_266128,4275.484194096543
IT_266132,3992.3924942075664
IT_266137,3962.8382777382285
IT_266141,3711.204825733995
IT_266155,3329.192207709714
IT_266157,3463.8499098650796
IT_266166,2681.470806011578
IT_266175,2053.1518956472883
IT_266188,2078.1820108745014
IT_266255,2187.388408724209
IT_266258,2793.5047420327146
IT_266264,2811.766054045722
IT_266281,3750.454982944282
IT_266298,3313.597903382235
IT_266299,4253.911678216261
IT_266307,3937.556017119409
IT_266318,4259.843127584472
IT_266322,4120.255074554677
IT_266324,4268.042303895575
IT_266334,3963.305864565442
IT_266338,3704.858835923357
IT_266354,3038.973877413836
IT_266366,2674.0958969447092
IT_266376,2053.1812290252583
IT_266402,2956.6043712924957
IT_266413,2793.3258653654784
IT_266453,2791.31572581356
IT_266498,3313.0384966995107
IT_266499,4246.865507055754
IT_266506,3938.2273051386774
IT_266514,3912.207913042956
IT_266523,4120.1146505633515
IT_266532,3992.1100902822177
IT_266536,3940.976346075639
IT_266537,3962.345999857431
IT_266541,3705.881914072859
IT_266556,3459.19965726411
IT_266557,3047.867777776818
IT_266571,3007.415637305888
IT_266578,2904.1568437225833
IT_266594,2079.79854792019
IT_266650,3023.5317618505487
IT_266665,2792.6652462109178
IT_266667,3377.0175569291414
IT_266671,2813.009865869929
IT_266684,3744.816163582418
IT_266700,3312.1897417326186
IT_266703,4259.631086834434
IT_266715,3997.0143526985025
IT_266731,4264.8300838382
IT_266741,3852.2483186515037
IT_266744,4082.762099169971
IT_266752,2678.839921458432
IT_266786,2520.4177363024287
IT_266806,3975.0383644823905
IT_266825,3041.407502134392
IT_266833,2675.443874151218
IT_266836,3006.982772272772
IT_266842,2050.561630679641
IT_266855,2079.7452313248086
IT_266915,3138.947903132768
IT_266927,2515.4309852093866
IT_266950,3108.505268854849
IT_266955,3751.499723148984
IT_266974,3312.9459052485768
IT_266977,4258.7946901461855
IT_266981,3701.1100373612944
IT_266983,3937.2250345619427
IT_266988,3975.691905806897
IT_266993,3122.6629157488396
IT_266994,4261.826803781868
IT_266996,4120.316802188635
IT_266999,4267.502958693885
IT_267001,4264.498316933458
IT_267003,3940.3991926981507
IT_267004,3962.153872596745
IT_267019,2992.7797475850684
IT_267026,3198.4715209795527
IT_267049,2053.3448008793202
IT_267067,3070.01582505803
IT_267121,2517.363002768888
IT_267125,2792.570339973708
IT_267130,2812.1572656777635
IT_267169,3937.3191755796483
IT_267181,4268.840127188532
IT_267189,3962.0257877562854
IT_267194,4192.499895409462
IT_267202,2983.1040896528293
IT_267243,3069.884660211796
IT_267326,3937.0406360073475
IT_267328,3974.9457730314557
IT_267333,3122.220019975205
IT_267401,3069.8414444921027
IT_267411,2526.3724604840104
IT_267468,2792.231609582377
IT_267471,3776.1977225065943
IT_267474,3798.0598236157734
IT_267476,2813.548439476198
IT_267495,3748.424143787135
IT_267513,3313.0493054113776
IT_267517,3699.2096870938167
IT_267519,3196.3558612790325
IT_267534,4268.004489343855
IT_267544,3961.3182347520633
IT_267555,2991.092150934306
IT_267556,2985.256649609315
IT_267599,2061.9539656741936
IT_267604,3071.063658020353
IT_267652,2353.609283955871
IT_267654,2131.115571320738
IT_267656,2792.465402995993
IT_267662,2810.3710031423957
IT_267707,3312.2900618896438
IT_267711,3699.002083293172
IT_267713,3196.0603402314755
IT_267714,3936.7913979334016
IT_267721,3994.6587164991324
IT_267735,3982.263427894316
IT_267764,3037.3228549292753
IT_267808,3069.7156808138443
IT_267819,2526.83847861668
IT_267844,2761.2170565829633
IT_267885,2792.366638781654
IT_267929,3312.3340428288375
IT_267932,4257.873443464938
IT_267938,3196.013272910579
IT_267939,3935.668745718605
IT_267944,3975.529099172339
IT_267945,3994.5013301603176
IT_267951,4259.945692392613
IT_267954,4118.360042568154
IT_267957,3982.254940344645
IT_267970,3706.0362267818246
IT_268027,2960.289587550747
IT_268040,2810.8000293261657
IT_268075,3910.8051461853843
IT_268107,2672.9176707315764
IT_268195,3108.317403712728
IT_268249,3312.8602772842346
IT_268250,4250.188908819177
IT_268256,3698.2197556679466
IT_268259,3937.3029274442642
IT_268265,3994.374023291209
IT_268272,4258.937255428401
IT_268275,4117.91020881163
IT_268284,3938.810490471054
IT_268285,3960.693242458263
IT_268300,2986.302856493779
IT_268323,3007.784459918774
IT_268331,2049.7676844915727
IT_268364,2538.633825990588
IT_268398,2509.511311488955
IT_268400,2792.4499710874975
IT_268406,2811.3023315715536
IT_268447,3311.549343034023
IT_268455,3937.2273493482126
IT_268463,3961.2301703207177
IT_268469,4117.531355458225
IT_268472,3982.0311776715535
IT_268475,4272.658751922548
IT_268476,4183.547856904176
IT_268486,3690.2341691619426
IT_268497,3488.312204152254
IT_268517,3007.4102361379164
IT_268552,3070.245779070153
IT_268591,2782.927711422604
IT_268630,2812.0060202227273
IT_268644,3744.3739600417816
IT_268651,3742.536883450447
IT_268669,3312.35643822392
IT_268672,4256.83186615302
IT_268678,3936.339249390601
IT_268683,3975.1309559333213
IT_268690,3120.4176240710885
IT_268695,4117.961905705067
IT_268719,4060.15155049908
IT_268734,3197.30332550694
IT_268756,2048.3796735859305
IT_268834,2331.4261473965844
IT_268841,2810.8833488801533
IT_268890,3697.1125672412572
IT_268893,3937.044474856695
IT_268904,4258.387898613968
IT_268906,4116.792938637029
IT_268909,4267.132599266076
IT_268912,4183.033980727419
IT_268958,3007.1988189916183
IT_268994,2534.011982149998
IT_269018,2812.5577109512033
IT_269029,3744.322269524268
IT_269056,3935.5082666221647
IT_269067,3121.7964459668046
IT_269105,3007.5884746809643
IT_269172,2810.872546544214
IT_269213,3196.5479885397203
IT_269221,3975.5144388592735
IT_269236,4267.999100927732
IT_269267,2673.8975969206253
IT_269290,2920.23702801207
IT_269308,2809.3964126893693
IT_269317,2810.379509819833
IT_269327,3717.112941060131
IT_269384,3008.05606150818
IT_269420,3060.451140376293
IT_269451,2798.529179735826
IT_269468,2584.603807983172
IT_269520,3924.8257611625513
IT_269525,3696.954364675549
IT_269528,3935.2976146953656
IT_269532,3974.898705710562
IT_269540,4258.00133568224
IT_269546,4266.788454954923
IT_269559,3673.0510194915414
IT_269606,2048.648922133516
IT_269639,2964.7516473792375
IT_269689,2812.5638964664504
IT_269705,3745.014384244074
IT_269742,3933.608630566795
IT_269748,3908.3646854967187
IT_269759,4267.1441668215175
IT_269769,3960.2032793637377
IT_269784,3012.064736239061
IT_269785,2991.8784986256196
IT_269813,2048.2662554344606
IT_269834,2062.7795919061264
IT_269899,2654.6870616510846
IT_269900,2792.7640104252478
IT_269903,2946.3920750708694
IT_269907,2810.3903249076316
IT_269923,3744.7636284829755
IT_269943,3719.6058890963463
IT_269964,3933.2753204712058
IT_269969,3975.247473218338
IT_269971,3908.369283189645
IT_269976,4257.350925370902
IT_269984,4183.404340155231
IT_269996,3669.2966975690674
IT_270011,3487.18878034203
IT_270025,2674.0688911048483
IT_270029,2733.56995756194
IT_270036,2048.503090598297
IT_270057,2073.0254960362363
IT_270086,2809.749097230295
IT_270129,4266.816238766126
IT_270157,3007.853903506976
IT_270254,3127.4292925024124
IT_270264,2945.402118141302
IT_270268,2810.360972401875
IT_270282,3744.6247349306504
IT_270297,3716.3104818187057
IT_270330,3974.2868432908235
IT_270332,3908.530553009281
IT_270341,3981.2233236380835
IT_270342,4266.884145539406
IT_270394,3007.6116225436963
IT_270427,3070.494992192533
IT_270428,2216.065722199175
IT_270485,2810.7575852018936
IT_270500,3744.318405171221
IT_270537,3933.699634195413
IT_270543,3974.280670527429
IT_270545,3908.172564611953
IT_270549,4256.981324786668
IT_270556,3981.842136792568
IT_270566,3959.3105498335785
IT_270628,2960.2895747988964
IT_270642,2810.5546556052627
IT_270674,3973.739010539468
IT_270675,3906.813829700972
IT_270682,4265.916564877148
IT_270716,3007.9264334768723
IT_270747,2061.8969696275785
IT_270839,3745.1100684526286
IT_270873,4244.551817549966
IT_270887,3906.9766363355307
IT_270898,4266.5940256598105
IT_270943,3007.1278322125695
IT_270951,2048.647391694519
IT_270974,2080.8973380601456
IT_270980,2214.592772037592
IT_271071,3744.2127029739963
IT_271121,4114.751297143942
IT_271158,3029.1723198648474
IT_271172,3007.528290237856
IT_271207,3062.1162050467083
IT_271254,2516.4588013221455
IT_271308,3934.74277382595
IT_271313,3993.143277581819
IT_271349,3029.678499215133
IT_271365,3007.3269038320777
IT_271437,2767.7047223791687
IT_271463,2811.612512932178
IT_271517,4246.818631012582
IT_271533,3958.7179002501866
IT_271538,4168.515922769287
IT_271541,4114.379394525281
IT_271604,2048.827938647916
